着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,5,5,デウスウルト,セ5,57,藤岡康太,1:45.5,,3.3,1,464(0),[西] 平田修
2,6,6,アルバタックス,牡3,55,浜中俊,1:45.5,アタマ,10.8,6,498(0),[西] 石坂正
3,2,2,リグヴェーダ,牡3,55,リスポリ,1:45.9,2.1/2,6.6,4,456(0),[西] 池江泰寿
4,8,10,ジャイアントリープ,牡3,55,川田将雅,1:46.0,1/2,9.2,5,500(+4),[西] 村山明
5,8,9,スズカアンペール,牡5,57,バルザロ,1:46.0,ハナ,18.9,8,476(-2),[西] 武宏平
6,3,3,サトノキングリー,牡3,55,Ｍ．デム,1:46.0,アタマ,3.7,2,480(0),[西] 藤原英昭
7,4,4,ダイナミックガイ,牡3,55,福永祐一,1:46.0,ハナ,24.1,9,480(0),[西] 目野哲也
8,7,8,ウインミーティア,牝4,55,北村友一,1:46.0,クビ,16.3,7,484(+4),[西] 梅田智之
9,1,1,カッパドキア,牡3,55,松田大作,1:46.0,ハナ,51.0,10,478(-2),[西] 昆貢
10,7,7,ローレルブレット,牡4,57,和田竜二,1:46.0,ハナ,6.4,3,446(-2),[西] 今野貞一
