0,1,2,3
単勝,1,3950,6
複勝,1 2,780 110,6 1
馬連,1 - 2,2610,8
ワイド,1 - 2 1 - 3 2 - 3,"650 1,620 260",8 15 3
馬単,1 → 2,11090,21
三連複,1 - 2 - 3,3370,13
三連単,1 → 2 → 3,47200,92
