0,1,2,3
単勝,14,550,3
複勝,14 8 3,160 110 140,3 1 2
枠連,4 - 7,580,2
馬連,8 - 14,670,2
ワイド,8 - 14 3 - 14 3 - 8,290 530 220,2 6 1
馬単,14 → 8,1510,5
三連複,3 - 8 - 14,920,1
三連単,14 → 8 → 3,5470,10
