0,1,2,3
単勝,8,250,1
複勝,8 1 11,120 140 140,1 2 3
枠連,1 - 5,510,2
馬連,1 - 8,480,1
ワイド,1 - 8 8 - 11 1 - 11,220 260 320,1 2 3
馬単,8 → 1,930,1
三連複,1 - 8 - 11,730,1
三連単,8 → 1 → 11,2620,1
