0,1,2,3
単勝,2,3240,13
複勝,2 3 5,730 200 360,13 1 7
枠連,2 - 2,11660,31
馬連,2 - 3,9650,43
ワイド,2 - 3 2 - 5 3 - 5,"3,310 4,050 1,140",47 59 7
馬単,2 → 3,23110,106
三連複,2 - 3 - 5,25380,96
三連単,2 → 3 → 5,255070,1050
