0,1,2,3
単勝,2,4270,9
複勝,2 12 10,800 180 360,9 2 6
枠連,2 - 7,6630,17
馬連,2 - 12,10210,27
ワイド,2 - 12 2 - 10 10 - 12,"2,730 6,150 1,260",28 48 12
馬単,2 → 12,25320,67
三連複,2 - 10 - 12,35100,90
三連単,2 → 12 → 10,307170,640
