0,1,2,3
単勝,6,800,5
複勝,6 9 1,240 210 210,6 2 3
枠連,5 - 7,2430,11
馬連,6 - 9,2080,10
ワイド,6 - 9 1 - 6 1 - 9,700 640 600,8 7 6
馬単,6 → 9,4100,19
三連複,1 - 6 - 9,2900,9
三連単,6 → 9 → 1,18420,56
