0,1,2,3
単勝,11,29430,14
複勝,11 3 6,"5,720 210 300",14 2 4
枠連,2 - 6,5010,15
馬連,3 - 11,94410,73
ワイド,3 - 11 6 - 11 3 - 6,"22,440 25,290 700",75 77 5
馬単,11 → 3,315000,158
三連複,3 - 6 - 11,212200,216
三連単,11 → 3 → 6,2779220,1601
