0,1,2,3
単勝,10,750,4
複勝,10 9 16,270 510 440,2 10 8
枠連,5 - 5,9060,31
馬連,9 - 10,9060,44
ワイド,9 - 10 10 - 16 9 - 16,"2,490 1,690 3,620",39 18 57
馬単,10 → 9,16290,80
三連複,9 - 10 - 16,41760,181
三連単,10 → 9 → 16,149150,562
