0,1,2,3
単勝,10,740,3
複勝,10 5 9,240 260 190,3 5 2
枠連,4 - 6,860,2
馬連,5 - 10,3030,9
ワイド,5 - 10 9 - 10 5 - 9,"1,100 560 760",10 3 7
馬単,10 → 5,5970,19
三連複,5 - 9 - 10,3530,7
三連単,10 → 5 → 9,24550,51
