0,1,2,3
単勝,12,310,1
複勝,12 4 9,160 150 270,2 1 6
枠連,4 - 8,750,1
馬連,4 - 12,760,1
ワイド,4 - 12 9 - 12 4 - 9,350 840 770,1 11 8
馬単,12 → 4,1330,1
三連複,4 - 9 - 12,3080,5
三連単,12 → 4 → 9,10470,10
