0,1,2,3
単勝,10,400,2
複勝,10 12 1,160 270 240,1 6 5
枠連,7 - 8,1250,4
馬連,10 - 12,2290,8
ワイド,10 - 12 1 - 10 1 - 12,620 610 960,5 4 12
馬単,10 → 12,3530,13
三連複,1 - 10 - 12,5090,16
三連単,10 → 12 → 1,24510,78
