0,1,2,3
単勝,14,160,1
複勝,14 8 1,110 210 480,1 3 10
枠連,4 - 7,250,1
馬連,8 - 14,650,2
ワイド,8 - 14 1 - 14 1 - 8,"290 920 3,050",1 8 30
馬単,14 → 8,740,2
三連複,1 - 8 - 14,5710,21
三連単,14 → 8 → 1,12440,35
