0,1,2,3
単勝,3,690,4
複勝,3 7 12,240 210 320,5 3 6
枠連,3 - 5,1600,9
馬連,3 - 7,1690,6
ワイド,3 - 7 3 - 12 7 - 12,"690 1,220 1,120",6 16 15
馬単,3 → 7,3530,13
三連複,3 - 7 - 12,5490,21
三連単,3 → 7 → 12,26680,94
