0,1,2,3
単勝,3,770,2
複勝,3 1 6,150 110 320,2 1 7
馬連,1 - 3,370,1
ワイド,1 - 3 3 - 6 1 - 6,"180 1,540 490",1 17 6
馬単,3 → 1,1310,6
三連複,1 - 3 - 6,1990,10
三連単,3 → 1 → 6,14420,45
