0,1,2,3
単勝,1,190,1
複勝,1 4 5,110 120 120,1 2 3
枠連,1 - 4,390,1
馬連,1 - 4,370,1
ワイド,1 - 4 1 - 5 4 - 5,170 210 300,1 3 5
馬単,1 → 4,600,1
三連複,1 - 4 - 5,480,2
三連単,1 → 4 → 5,1680,1
