0,1,2,3
単勝,8,430,2
複勝,8 6 14,180 150 710,2 1 11
枠連,4 - 5,560,1
馬連,6 - 8,610,1
ワイド,6 - 8 8 - 14 6 - 14,"300 2,530 1,790",1 28 20
馬単,8 → 6,1510,2
三連複,6 - 8 - 14,6650,17
三連単,8 → 6 → 14,27650,65
