0,1,2,3
単勝,16,610,2
複勝,16 7 11,250 760 350,2 12 5
枠連,4 - 8,8370,24
馬連,7 - 16,14780,49
ワイド,7 - 16 11 - 16 7 - 11,"4,370 1,600 4,310",56 15 53
馬単,16 → 7,22700,81
三連複,7 - 11 - 16,46230,137
三連単,16 → 7 → 11,266760,789
