着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,2,2,ノーブルカリナン,牝5,55,四位洋文,1:35.4,,4.2,3,464(+2),[西] 友道康夫
2,5,5,ナイトバナレット,牡6,57,坂井瑠星,1:35.6,1.1/2,20.0,6,488(0),[西] 矢作芳人
3,3,3,エイシンスレイマン,牡6,57,松山弘平,1:35.6,ハナ,21.4,7,478(+4),[西] 西園正都
4,8,11,シベリアンタイガー,セ9,57,松若風馬,1:35.8,1.1/4,17.1,5,482(0),[東] 稲垣幸雄
5,5,6,ブレイニーラン,牡5,57,福永祐一,1:35.9,1/2,4.0,2,470(+6),[西] 須貝尚介
6,6,8,アルジャーノン,牡5,57,川島信二,1:36.1,1.1/4,83.4,12,460(+4),[西] 荒川義之
7,1,1,トオヤリトセイト,牡4,56,フォーリ,1:36.2,1/2,2.7,1,480(-4),[西] 松下武士
8,8,12,イダエンペラー,牡5,57,岩田望来,1:36.4,1.1/4,22.6,8,502(-8),[西] 藤原英昭
9,4,4,ウェーブヒーロー,牡7,57,森裕太朗,1:36.6,1.1/2,57.5,11,512(+20),[西] 中尾秀正
10,6,7,ココフィーユ,牝4,54,斎藤新,1:36.8,1.1/4,24.2,9,434(-2),[東] 斎藤誠
11,7,9,ハイドラン,牝5,55,太宰啓介,1:37.1,1.1/2,56.3,10,482(+6),[西] 奥村豊
12,7,10,スラッシュメタル,牡5,57,シュタル,1:37.3,1.1/2,8.3,4,474(+8),[西] 西村真幸
