着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,5,9,スズカコーズライン,牡6,56,酒井学,1:09.8,,15.5,6,524(+6),[西] 木原一良
2,3,6,ヒデノヴィーナス,牝4,53,川須栄彦,1:09.8,クビ,11.0,4,454(+2),[西] 梅田智之
3,3,5,テーオーヘリオス,牡8,57,荻野琢真,1:10.0,1.1/4,41.0,11,522(+2),[西] 梅田智之
4,2,4,テーオージーニアス,牡5,56,岩田康誠,1:10.1,3/4,2.8,1,512(+4),[西] 梅田智之
5,4,8,バイラ,牡5,54,国分恭介,1:10.1,クビ,13.0,5,512(+2),[西] 川村禎彦
6,7,13,ハングリーベン,牡6,55,松田大作,1:10.2,クビ,50.0,12,442(-6),[東] 武井亮
7,6,11,ジャスティン,牡4,55,坂井瑠星,1:10.4,1.1/2,6.5,3,486(0),[西] 矢作芳人
8,1,2,ヨシオ,牡7,56,荻野極,1:10.5,クビ,33.3,7,492(+6),[西] 森秀行
9,4,7,ナムラミラクル,牡7,55,藤懸貴志,1:10.5,ハナ,129.7,16,488(-2),[西] 杉山晴紀
10,7,14,ダイメイフジ,牡6,56,高倉稜,1:10.7,1.1/4,38.0,8,530(+18),[西] 森田直行
11,8,16,ブルミラコロ,牡8,55,藤井勘一,1:10.7,クビ,88.6,13,516(+2),[西] 大久保龍
12,2,3,ニホンピロタイド,牡5,54,四位洋文,1:10.9,1.1/4,40.1,10,500(-8),[西] 大橋勇樹
13,5,10,サイタスリーレッド,牡7,57,池添謙一,1:11.0,1/2,92.3,14,494(+12),[西] 池添兼雄
14,6,12,マジカルスペル,牡6,55,岡田祥嗣,1:11.8,5,39.4,9,546(+6),[西] 藤原英昭
15,8,15,ウインオスカー,牡7,55,国分優作,1:12.2,2.1/2,105.6,15,516(+8),[西] 飯田雄三
16,1,1,モンペルデュ,牝4,54,藤岡佑介,1:13.6,9,3.1,2,478(+6),[西] 松永幹夫
