着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,4,8,スターズオンアース,牝3,55,川田将雅,1:32.9,,14.5,7,470(-4),[東] 高柳瑞樹
2,3,6,ウォーターナビレラ,牝3,55,武豊,1:32.9,ハナ,6.2,3,464(-14),[西] 武幸四郎
3,1,1,ナムラクレア,牝3,55,浜中俊,1:33.0,1/2,14.5,6,462(-4),[西] 長谷川浩
4,8,16,サークルオブライフ,牝3,55,Ｍ．デム,1:33.0,クビ,5.1,2,482(+6),[東] 国枝栄
5,3,5,ピンハイ,牝3,55,高倉稜,1:33.0,クビ,38.5,13,406(-8),[西] 田中克典
6,2,4,パーソナルハイ,牝3,55,吉田豊,1:33.1,アタマ,79.5,17,458(-6),[西] 矢作芳人
7,6,12,ベルクレスタ,牝3,55,吉田隼人,1:33.1,ハナ,22.3,9,460(-4),[西] 須貝尚介
8,2,3,アルーリングウェイ,牝3,55,藤岡佑介,1:33.1,クビ,13.5,5,454(0),[西] 藤岡健一
9,4,7,サブライムアンセム,牝3,55,岩田望来,1:33.1,クビ,32.5,11,478(+2),[西] 藤原英昭
10,8,18,ナミュール,牝3,55,横山武史,1:33.2,クビ,3.2,1,426(-4),[西] 高野友和
11,7,14,プレサージュリフト,牝3,55,戸崎圭太,1:33.4,1.1/2,11.3,4,460(-4),[東] 木村哲也
12,1,2,カフジテトラゴン,牝3,55,古川吉洋,1:33.7,1.3/4,169.7,18,442(-8),[西] 武英智
13,5,9,クロスマジェスティ,牝3,55,武藤雅,1:33.8,1/2,65.4,15,472(+2),[東] 水野貴広
14,8,17,フォラブリューテ,牝3,55,ルメール,1:33.8,アタマ,36.9,12,442(+2),[東] 宮田敬介
15,7,15,アネゴハダ,牝3,55,幸英明,1:33.8,クビ,78.0,16,436(-2),[西] 佐々木晶
16,5,10,ライラック,牝3,55,福永祐一,1:34.0,1.1/4,22.4,10,426(+6),[東] 相沢郁
17,7,13,ラズベリームース,牝3,55,池添謙一,1:34.1,クビ,58.2,14,480(-20),[東] 林徹
18,6,11,ラブリイユアアイズ,牝3,55,坂井瑠星,1:34.3,1.1/4,21.2,8,432(+4),[東] 黒岩陽一
