着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,7,11,メイショウミカワ,牡4,57,武豊,1:53.3,,5.1,2,474(-10),[西] 南井克巳
2,4,5,テイエムベンチャー,牡4,57,国分恭介,1:53.4,1/2,14.7,6,512(0),[西] 五十嵐忠
3,7,10,リリーミニスター,セ5,57,池添謙一,1:53.6,1,5.5,3,484(+10),[西] 池添兼雄
4,6,8,レガーメペスカ,牡5,57,小沢大仁,1:53.6,ハナ,8.4,5,508(0),[西] 松永昌博
5,5,7,フランスゴデイナ,牡4,57,福永祐一,1:53.7,クビ,2.8,1,478(-2),[西] 森秀行
6,4,4,イルミネーター,牡5,57,水口優也,1:53.8,1/2,51.0,12,500(+8),[西] 羽月友彦
7,8,12,オノリス,牡7,57,吉田隼人,1:53.8,クビ,32.8,9,524(-2),[西] 吉田直弘
8,2,2,プエルタデルソル,牡8,57,横山典弘,1:53.8,クビ,25.7,8,484(0),[西] 高橋康之
9,5,6,ダッシュダクラウン,セ4,57,富田暁,1:54.0,1,7.2,4,450(-6),[西] 武英智
10,8,13,イツカハシャチョウ,牡4,57,幸英明,1:54.5,3,17.9,7,506(+6),[西] 吉田直弘
11,1,1,モズマゾク,牡4,57,国分優作,1:54.5,アタマ,34.3,10,490(+2),[西] 南井克巳
12,3,3,カサデガ,牡4,57,岩田望来,1:54.5,アタマ,44.1,11,464(+2),[西] 寺島良
13,6,9,ポールスター,牡4,57,古川吉洋,1:55.4,5,137.4,13,508(-6),[西] 安田隆行
