着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,1,1,リリーピュアハート,牝3,54,福永祐一,2:27.0,,3.4,2,438(+8),[西] 藤原英昭
2,6,6,ヴォリアーモ,牝3,54,ルメール,2:27.3,1.3/4,3.1,1,460(+8),[東] 木村哲也
3,8,8,サトノシャローム,牡3,56,Ｍ．デム,2:27.3,ハナ,4.6,3,504(0),[西] 池江泰寿
4,8,9,ルトロヴァイユ,牝3,54,吉田豊,2:27.4,3/4,29.4,8,466(-4),[東] 竹内正洋
5,7,7,アルサトワ,牡3,56,フォーリ,2:27.5,3/4,6.1,4,506(-6),[西] 斉藤崇史
6,4,4,ハギノエスペラント,牡3,56,ミナリク,2:27.5,ハナ,32.1,9,478(+6),[西] 松田国英
7,2,2,クロスザルビコン,牡3,56,田辺裕信,2:27.7,1.1/4,16.3,7,434(-10),[東] 大和田成
8,3,3,ローレリスト,牡3,56,横山典弘,2:28.6,5,15.3,6,454(-6),[東] 中川公成
9,5,5,ヴィズサクセス,牡3,56,北村宏司,2:30.1,9,13.7,5,458(0),[東] 手塚貴久
