着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,1,2,グレートウォリアー,牡5,57,レーン,1:23.1,,3.0,1,516(-8),[西] 藤原英昭
2,4,7,スリーグランド,牡3,54,太宰啓介,1:23.4,1.3/4,4.6,2,464(+4),[西] 高橋義忠
3,8,16,ホッコーライデン,牡6,57,北村宏司,1:23.6,1.1/4,42.5,10,524(-4),[東] 松永康利
4,7,13,カミノコ,牡5,57,田中勝春,1:23.9,2,21.6,7,462(-6),[西] 森秀行
5,7,14,ミッキーハイド,牡5,57,菊沢一樹,1:24.0,クビ,55.0,11,502(-14),[東] 菊沢隆徳
6,3,6,スズカゴーディー,牡6,57,田辺裕信,1:24.3,1.3/4,9.9,5,494(+6),[東] 伊藤圭三
7,6,12,ムーランアンディゴ,牡3,54,丸田恭介,1:24.3,クビ,5.7,4,478(0),[東] 田中博康
8,8,15,ジゲン,牡3,54,石橋脩,1:24.4,1/2,5.6,3,448(+6),[西] 浅見秀一
9,4,8,アイアムピッカピカ,牝4,55,柴田善臣,1:24.5,1/2,13.0,6,460(+6),[東] 奥平雅士
10,2,3,コスモビスティー,牡5,57,柴田大知,1:24.9,2.1/2,168.3,14,478(-6),[東] 松山将樹
11,2,4,グッドヒューマー,牡6,57,石川裕紀,1:25.5,3.1/2,40.2,8,492(+2),[東] 高橋裕
12,5,10,エタニティーワルツ,牡7,57,西田雄一,1:25.7,1,496.6,16,498(-2),[東] 大和田成
13,6,11,イワネコゴシキ,牡4,57,岩田望来,1:25.9,1.1/4,41.7,9,502(-12),[東] 小笠倫弘
14,1,1,イチゴミルフィーユ,牝4,55,伊藤工真,1:27.0,7,200.7,15,444(+2),[東] 林徹
15,5,9,カラリエーヴァ,牝5,55,宮崎北斗,1:27.3,2,116.0,13,496(+6),[東] 中川公成
中,3,5,ニシノジャガーズ,セ5,57,岩部純二,,,59.3,12,486(-2),[東] 萱野浩二
