0,1,2,3
単勝,2,120,1
複勝,2 5 3,100 140 120,1 3 2
枠連,2 - 5,510,2
馬連,2 - 5,520,2
ワイド,2 - 5 2 - 3 3 - 5,190 130 430,2 1 5
馬単,2 → 5,530,2
三連複,2 - 3 - 5,460,1
三連単,2 → 5 → 3,1320,3
