0,1,2,3
単勝,4,410,3
複勝,4 2 7,140 150 120,3 4 1
枠連,2 - 4,1360,8
馬連,2 - 4,1270,7
ワイド,2 - 4 4 - 7 2 - 7,320 200 290,5 1 3
馬単,4 → 2,2200,12
三連複,2 - 4 - 7,760,3
三連単,4 → 2 → 7,6480,21
