0,1,2,3
単勝,14,410,2
複勝,14 2 11,180 500 350,2 8 5
枠連,2 - 8,2750,11
馬連,2 - 14,6470,24
ワイド,2 - 14 11 - 14 2 - 11,"2,120 960 3,220",25 9 36
馬単,14 → 2,11420,40
三連複,2 - 11 - 14,20460,61
三連単,14 → 2 → 11,108470,326
