0,1,2,3
単勝,3,260,1
複勝,3 10 2,130 240 160,1 5 2
枠連,3 - 7,960,3
馬連,3 - 10,1290,4
ワイド,3 - 10 2 - 3 2 - 10,510 300 980,4 1 10
馬単,3 → 10,1810,4
三連複,2 - 3 - 10,2450,5
三連単,3 → 10 → 2,9400,10
