着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,8,13,アブレイズ,牝3,54,藤井勘一,1:48.2,,79.3,12,480(+4),[西] 池江泰寿
2,8,14,レッドルレーヴ,牝3,54,ヒューイ,1:48.3,3/4,8.6,4,446(+4),[東] 藤沢和雄
3,7,12,シーズンズギフト,牝3,54,横山典弘,1:48.6,1.1/2,3.5,1,474(-4),[東] 黒岩陽一
4,3,3,チェスナットドレス,牝3,54,石橋脩,1:48.8,1.1/4,39.6,10,458(-4),[西] 西村真幸
5,7,11,クリスティ,牝3,54,吉田隼人,1:48.8,クビ,3.9,2,482(+2),[西] 杉山晴紀
6,6,9,ミアマンテ,牝3,54,丸山元気,1:49.0,1.1/4,8.1,3,422(0),[東] 木村哲也
7,6,10,ポレンティア,牝3,54,池添謙一,1:49.0,アタマ,9.0,6,488(-4),[東] 田中博康
8,4,6,キングスタイル,牝3,54,三浦皇成,1:49.1,クビ,48.7,11,400(-2),[西] 矢作芳人
9,5,8,フラワリングナイト,牝3,54,Ｍ．デム,1:49.3,1.1/4,20.5,9,432(+2),[東] 金成貴史
10,4,5,ナリノクリスティー,牝3,54,石川裕紀,1:49.4,1/2,13.2,7,436(-4),[東] 上原博之
11,3,4,アミークス,牝3,54,岩田康誠,1:49.5,3/4,79.5,13,450(0),[東] 栗田徹
12,5,7,ショウナンハレルヤ,牝3,54,田辺裕信,1:49.9,2.1/2,8.9,5,450(-6),[東] 矢野英一
13,1,1,エンジョイ,牝3,54,横山和生,1:52.2,大,216.1,14,446(-6),[東] 田村康仁
14,2,2,トリンカデイラ,牝3,54,坂井瑠星,1:53.5,8,17.8,8,430(+2),[西] 鮫島一歩
