着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,7,8,シークレットラン,牡4,57,田辺裕信,2:33.6,,2.3,1,502(-2),[東] 田村康仁
2,7,9,ディバインフォース,牡4,57,横山典弘,2:33.9,2,7.2,5,452(+4),[西] 寺島良
3,5,5,テーオーフォルテ,牡6,57,松山弘平,2:33.9,ハナ,6.2,3,518(+2),[西] 藤岡健一
4,4,4,エフェクトオン,牡4,57,大野拓弥,2:34.0,3/4,6.3,4,444(+8),[東] 久保田貴
5,3,3,カーロバンビーナ,牝5,55,ヒューイ,2:34.3,2,35.5,9,408(0),[東] 戸田博文
6,8,10,グロンフォール,牡5,57,丸山元気,2:35.5,7,32.3,8,578(-2),[東] 新開幸一
7,2,2,オクラホマ,牡6,57,石橋脩,2:35.6,3/4,157.9,10,536(+34),[東] 高橋文雅
8,6,6,サンシロウ,牡6,57,Ｍ．デム,2:36.0,2,5.2,2,494(-4),[東] 柄崎孝
9,8,11,サトノシャーク,牡6,57,三浦皇成,2:36.1,1/2,16.0,6,536(+4),[東] 田中博康
10,1,1,アスカノハヤテ,牡6,57,石川裕紀,2:36.3,1.1/2,184.4,11,480(-6),[西] 川村禎彦
11,6,7,シュブリーム,牡4,57,柴田善臣,2:37.4,7,19.5,7,466(-2),[東] 大和田成
