0,1,2,3
単勝,12,170,1
複勝,12 15 1,110 290 260,1 6 5
枠連,6 - 8,420,1
馬連,12 - 15,1050,4
ワイド,12 - 15 1 - 12 1 - 15,"500 500 2,030",4 5 23
馬単,12 → 15,1320,5
三連複,1 - 12 - 15,3870,12
三連単,12 → 15 → 1,9220,20
