0,1,2,3
単勝,2,240,1
複勝,2 12 5,120 240 710,1 5 10
枠連,2 - 8,730,2
馬連,2 - 12,1000,3
ワイド,2 - 12 2 - 5 5 - 12,"460 1,560 4,300",3 19 41
馬単,2 → 12,1710,3
三連複,2 - 5 - 12,13410,44
三連単,2 → 12 → 5,47630,154
