0,1,2,3
単勝,7,830,4
複勝,7 9 13,250 180 270,4 2 5
枠連,4 - 5,1550,8
馬連,7 - 9,1680,4
ワイド,7 - 9 7 - 13 9 - 13,590 930 690,4 11 7
馬単,7 → 9,3810,13
三連複,7 - 9 - 13,3560,10
三連単,7 → 9 → 13,21450,47
