0,1,2,3
単勝,14,160,1
複勝,14 12 3,110 200 510,1 2 8
枠連,6 - 7,630,2
馬連,12 - 14,680,2
ワイド,12 - 14 3 - 14 3 - 12,"300 890 2,660",2 7 28
馬単,14 → 12,830,2
三連複,3 - 12 - 14,5670,18
三連単,14 → 12 → 3,15380,47
