着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,6,11,リナーテ,牝5,54,ルメール,1:07.9,,2.3,1,496(+8),[西] 須貝尚介
2,5,10,ライトオンキュー,牡4,54,古川吉洋,1:08.1,1.1/4,7.1,4,516(+4),[西] 昆貢
3,1,1,ダイメイフジ,牡5,56,松岡正海,1:08.1,クビ,10.2,5,524(+10),[西] 森田直行
4,4,7,レコードチェイサー,牝3,48,菅原明良,1:08.2,1/2,29.6,8,434(-2),[東] 伊藤圭三
5,3,6,クリーンファンキー,牝6,52,横山武史,1:08.3,1/2,47.6,11,492(-6),[東] 鈴木伸尋
6,8,15,パラダイスガーデン,牝7,50,団野大成,1:08.4,1/2,40.3,10,498(0),[東] 粕谷昌央
7,5,9,タイムトリップ,牡5,54,柴山雄一,1:08.4,ハナ,19.3,7,504(+2),[東] 菊川正達
8,8,16,ショウナンタイガ,牡3,50,加藤祥太,1:08.4,ハナ,14.7,6,466(-10),[西] 池添兼雄
9,3,5,アスタールビー,牝3,48,竹之下智,1:08.4,アタマ,6.8,3,436(0),[西] 南井克巳
10,6,12,サフランハート,牡6,54,勝浦正樹,1:08.4,クビ,106.0,15,456(-6),[西] 北出成人
11,2,4,スビールアスール,牝5,51,荻野極,1:08.5,1/2,55.4,12,484(-10),[東] 武藤善則
12,7,13,マイネルパラディ,セ5,52,丹内祐次,1:08.6,1/2,74.3,14,456(-6),[西] 田所秀孝
13,2,3,オールインワン,牡6,53,藤岡康太,1:08.7,3/4,127.5,16,498(+8),[西] 浜田多実
14,7,14,エメラルエナジー,牡7,52,石川裕紀,1:08.7,ハナ,70.4,13,500(-6),[東] 相沢郁
15,1,2,ダイトウキョウ,牡7,52,菱田裕二,1:09.4,4,35.3,9,462(-8),[東] 戸田博文
中,4,8,ジョーマンデリン,牝3,49,藤懸貴志,,,6.3,2,490(-4),[西] 清水久詞
