着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,8,14,エクレアスパークル,牡8,57,荻野極,1:45.0,,33.8,8,480(+14),[西] 今野貞一
2,1,1,ニューモニュメント,牡6,57,西村淳也,1:45.2,1.1/4,10.1,5,492(-8),[西] 小崎憲
3,8,15,スマッシングハーツ,牡6,57,鮫島克駿,1:45.2,クビ,5.3,2,516(0),[西] 新谷功一
4,7,13,ペオース,セ5,57,亀田温心,1:45.6,2,49.2,9,472(-6),[西] 大久保龍
5,6,11,アメリカンフェイス,牡5,57,浜中俊,1:45.9,1.3/4,51.1,10,492(-4),[東] 戸田博文
6,4,7,メイショウエイコウ,牡8,57,泉谷楓真,1:45.9,ハナ,77.4,11,452(-2),[西] 荒川義之
7,2,3,ベルダーイメル,牡5,57,吉田隼人,1:45.9,ハナ,8.9,4,470(+12),[西] 本田優
8,6,10,レディバグ,牝4,54,酒井学,1:45.9,ハナ,6.3,3,442(-8),[西] 北出成人
9,7,12,ハギノアトラス,牡6,57,藤岡康太,1:46.3,2.1/2,11.1,6,498(+4),[西] 鮫島一歩
10,5,9,スナークスター,セ6,57,中井裕二,1:46.6,2,168.4,15,468(0),[西] 川村禎彦
11,4,6,ハギノリュクス,牝5,55,横山和生,1:46.8,1,29.0,7,468(-4),[西] 高野友和
12,2,2,テンザワールド,牡8,57,藤井勘一,1:46.9,3/4,149.9,14,446(+4),[西] 大久保龍
13,3,5,ホールシバン,牡4,56,津村明秀,1:47.0,クビ,2.1,1,530(-2),[西] 高橋義忠
14,3,4,フォーテ,牡5,57,岡田祥嗣,1:48.1,7,90.1,12,512(+10),[西] 藤原英昭
中,5,8,イッツクール,牡6,56,富田暁,,,111.6,13,496(+12),[西] 武英智
