0,1,2,3
単勝,8,510,2
複勝,8 6 13,220 290 290,3 5 6
枠連,3 - 4,2050,9
馬連,6 - 8,1990,5
ワイド,6 - 8 8 - 13 6 - 13,"760 1,000 1,730",5 9 21
馬単,8 → 6,3520,7
三連複,6 - 8 - 13,7340,17
三連単,8 → 6 → 13,39190,87
