0,1,2,3
単勝,10,480,2
複勝,10 8 16,"220 440 2,430",2 7 14
枠連,4 - 5,2410,13
馬連,8 - 10,4140,19
ワイド,8 - 10 10 - 16 8 - 16,"1,190 8,220 13,850",17 54 74
馬単,10 → 8,6540,31
三連複,8 - 10 - 16,114630,190
三連単,10 → 8 → 16,425170,798
