着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,8,15,ウインオスカー,牡5,54,菱田裕二,1:11.1,,23.2,10,508(+2),[西] 飯田雄三
2,7,14,ドリームドルチェ,牡6,54,ミナリク,1:11.1,クビ,80.0,13,512(0),[東] 根本康広
3,8,16,ショコラブラン,牡6,56,ルメール,1:11.3,1,16.9,8,474(-8),[西] 浅見秀一
4,3,6,ドラゴンゲート,牡6,55,田辺裕信,1:11.5,1.1/4,7.5,4,488(-6),[東] 小西一男
5,4,8,ハットラブ,牝4,53,横山典弘,1:11.6,1/2,4.3,1,482(+6),[東] 菊沢隆徳
6,2,4,ベック,牡7,55,北村宏司,1:11.7,3/4,16.1,7,516(0),[西] 牧浦充徳
7,1,2,ヒカリブランデー,牡7,54,内田博幸,1:11.9,1.1/4,96.2,14,486(+6),[東] 池上昌和
8,5,9,アールプロセス,牡7,55,戸崎圭太,1:11.9,ハナ,25.0,11,514(-6),[東] 萩原清
9,3,5,モンドクラッセ,牡7,57,大野拓弥,1:11.9,ハナ,37.5,12,528(-4),[東] 清水英克
10,7,13,グレイトチャーター,牡6,54,石橋脩,1:12.0,3/4,19.8,9,500(-6),[西] 鮫島一歩
11,2,3,レーザーバレット,牡10,58,北村友一,1:12.2,1,124.6,15,486(+11),[東] 萩原清
12,6,12,マッチレスヒーロー,牡7,55,吉田隼人,1:12.2,ハナ,5.7,3,482(-6),[東] 金成貴史
13,6,11,ニットウスバル,牡6,56,Ｍ．デム,1:12.3,3/4,4.4,2,522(-8),[東] 高橋文雅
14,4,7,トウショウカウント,牡6,54,松岡正海,1:12.9,3.1/2,202.8,16,514(+10),[東] 萱野浩二
15,1,1,ナンチンノン,牡7,57,三浦皇成,1:13.3,2.1/2,9.0,5,544(+4),[西] 中竹和也
16,5,10,マイネルバールマン,牡4,54,柴田大知,1:13.4,1/2,15.1,6,528(0),[東] 栗田博憲
