着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,1,1,フィアーノロマーノ,牡4,54.0,Ｍ．デム,1:34.6,,3.5,2,534(+2),[西] 高野友和
2,6,6,チャンピオンルパン,牡7,55.0,横山和生,1:34.7,1/2,9.1,5,490(-4),[東] 勢司和浩
3,2,2,プロディガルサン,牡5,57.5,ルメール,1:34.7,クビ,2.5,1,514(-6),[東] 国枝栄
4,7,8,カルヴァリオ,セ5,55.0,大野拓弥,1:34.8,クビ,7.4,3,458(-2),[東] 大竹正博
5,3,3,ブライトエンブレム,牡6,57.0,浜中俊,1:35.5,4,40.1,9,512(+4),[東] 小島茂之
6,7,7,ウインファビラス,牝5,54.0,三浦皇成,1:35.5,ハナ,20.3,7,462(-6),[東] 畠山吉宏
7,5,5,サロニカ,牝4,53.0,戸崎圭太,1:35.6,1/2,7.5,4,438(-8),[西] 角居勝彦
8,8,10,セセリ,牡7,52.0,武藤雅,1:35.6,クビ,144.3,10,510(+4),[西] 森秀行
9,4,4,ウイングチップ,セ6,55.0,内田博幸,1:35.9,1.3/4,15.1,6,504(-2),[東] 宗像義忠
10,8,9,ターゲリート,牡5,54.0,福永祐一,1:36.0,3/4,20.8,8,486(0),[東] 戸田博文
