0,1,2,3
単勝,11,1470,6
複勝,11 2 6,510 730 190,8 12 2
枠連,1 - 6,7660,30
馬連,2 - 11,20330,64
ワイド,2 - 11 6 - 11 2 - 6,"5,970 1,500 2,440",71 14 30
馬単,11 → 2,38130,121
三連複,2 - 6 - 11,32320,113
三連単,11 → 2 → 6,283680,914
