着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,3,4,エアカーディナル,牡5,55,丸山元気,2:47.9,,4.9,1,488(0),[西] 笹田和秀
2,4,5,スクエアフォールド,セ3,54,岩田康誠,2:47.9,クビ,7.1,4,470(+2),[東] 伊藤圭三
3,7,11,デルマサリーチャン,牝5,52,木幡初也,2:48.0,1/2,14.7,8,478(0),[東] 堀井雅広
4,8,14,ロックキャンディ,牝4,51,原田和真,2:48.1,3/4,73.6,14,502(0),[東] 根本康広
5,6,10,ピュアソルジャー,牡6,52,横山和生,2:48.1,ハナ,9.8,7,480(-2),[東] 高橋文雅
6,4,6,オーバーカム,セ3,54,石橋脩,2:48.1,ハナ,8.6,6,500(-2),[西] 松永幹夫
7,5,7,クラシックエース,牡4,55,吉田隼人,2:48.3,1,6.4,3,438(0),[東] 木村哲也
8,7,12,レイトライザー,牡6,54,川須栄彦,2:48.3,クビ,25.0,9,470(+6),[西] 加藤敬二
9,2,2,シークレットパス,牡5,54,丹内祐次,2:48.4,クビ,8.2,5,456(+4),[東] 尾形和幸
10,6,9,プレイヤーハウス,牡4,54,丸田恭介,2:48.4,アタマ,5.0,2,454(+2),[東] 大和田成
11,8,13,サトノバリアント,牡5,53,津村明秀,2:48.6,1.1/4,53.9,13,450(-6),[西] 安田隆行
12,1,1,ベストセラーアスク,牝5,53,荻野琢真,2:48.8,1.1/4,37.8,11,428(+2),[西] 梅田智之
13,3,3,ジューヴルエール,牡6,55,北村友一,2:49.4,3.1/2,34.2,10,484(+10),[西] 池添学
14,5,8,ケイツートール,牡3,52,西田雄一,2:50.0,4,50.2,12,496(-2),[東] 蛯名利弘
