0,1,2,3
単勝,15,890,6
複勝,15 3 2,310 150 210,6 1 3
枠連,2 - 8,800,2
馬連,3 - 15,2000,5
ワイド,3 - 15 2 - 15 2 - 3,"780 1,590 420",6 19 1
馬単,15 → 3,4490,12
三連複,2 - 3 - 15,4200,9
三連単,15 → 3 → 2,27170,62
