0,1,2,3
単勝,1,220,2
複勝,1 12 3,110 110 760,2 1 11
枠連,1 - 8,190,1
馬連,1 - 12,200,1
ワイド,1 - 12 1 - 3 3 - 12,"140 1,200 1,730",1 16 19
馬単,1 → 12,400,2
三連複,1 - 3 - 12,3240,8
三連単,1 → 12 → 3,8130,25
