0,1,2,3
単勝,4,1020,4
複勝,4 5 6,330 870 390,4 12 5
枠連,2 - 3,2240,10
馬連,4 - 5,22560,63
ワイド,4 - 5 4 - 6 5 - 6,"5,490 1,960 5,990",61 18 65
馬単,4 → 5,38750,116
三連複,4 - 5 - 6,69040,201
三連単,4 → 5 → 6,419280,1131
