0,1,2,3
単勝,6,1330,7
複勝,6 14 11,590 450 380,9 7 6
枠連,3 - 7,3280,15
馬連,6 - 14,14360,53
ワイド,6 - 14 6 - 11 11 - 14,"4,180 3,320 3,580",54 41 43
馬単,6 → 14,28810,109
三連複,6 - 11 - 14,65050,206
三連単,6 → 14 → 11,456970,1379
