0,1,2,3
単勝,3,4590,9
複勝,3 5 8,"1,120 180 450",10 3 7
枠連,3 - 5,10270,25
馬連,3 - 5,9990,29
ワイド,3 - 5 3 - 8 5 - 8,"3,170 8,330 1,030",30 42 13
馬単,3 → 5,19630,55
三連複,3 - 5 - 8,36930,79
三連単,3 → 5 → 8,283430,478
