0,1,2,3
単勝,13,1470,7
複勝,13 6 1,430 270 290,7 2 4
枠連,3 - 7,2130,10
馬連,6 - 13,8070,37
ワイド,6 - 13 1 - 13 1 - 6,"2,460 1,990 1,350",34 24 10
馬単,13 → 6,14890,67
三連複,1 - 6 - 13,18460,61
三連単,13 → 6 → 1,125270,452
