0,1,2,3
単勝,11,250,1
複勝,11 8 6,130 180 160,1 5 4
枠連,6 - 7,1010,5
馬連,8 - 11,1310,6
ワイド,8 - 11 6 - 11 6 - 8,390 260 600,5 1 9
馬単,11 → 8,1930,8
三連複,6 - 8 - 11,1880,6
三連単,11 → 8 → 6,8210,25
