0,1,2,3
単勝,12,310,1
複勝,12 8 3,180 610 990,1 8 11
枠連,5 - 7,1900,8
馬連,8 - 12,2930,11
ワイド,8 - 12 3 - 12 3 - 8,"890 3,180 6,730",10 37 59
馬単,12 → 8,4380,12
三連複,3 - 8 - 12,46190,135
三連単,12 → 8 → 3,130170,426
