着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,4,5,プラチナテーラー,牝5,55,丸田恭介,1:29.2,,7.8,4.0,486(0),[東] 加藤和宏
2,3,4,モンドシャルナ,牡4,57,岩田康誠,1:29.2,クビ,4.4,2.0,456(+2),[西] 角居勝彦
3,1,1,リッパーザウィン,牡3,54,柴山雄一,1:29.3,3/4,11.8,7.0,478(-4),[西] 矢作芳人
4,8,13,ケイリンボス,牡4,57,戸崎圭太,1:29.4,3/4,14.0,8.0,508(+4),[西] 矢作芳人
5,5,8,ヤマニンバステト,牝4,55,丹内祐次,1:29.4,ハナ,9.6,6.0,454(-10),[西] 千田輝彦
6,4,6,ジュエルプラネット,セ4,57,モレイラ,1:29.4,ハナ,9.5,5.0,446(-8),[東] 藤沢和雄
7,8,14,ヒカルエリントン,牡5,57,福永祐一,1:29.5,1/2,21.5,9.0,530(-6),[東] 戸田博文
8,5,7,オールマンリバー,牡3,54,池添謙一,1:29.6,1/2,3.4,1.0,490(+2),[西] 五十嵐忠
9,7,11,デルマサリーチャン,牝4,55,武豊,1:29.8,1,49.0,10.0,490(-4),[東] 堀井雅広
10,3,3,シンガン,牡4,57,Ｍ．デム,1:29.9,1/2,6.8,3.0,480(-10),[東] 国枝栄
11,6,9,トーセンペンタゴン,牡3,54,岩橋勇二,1:30.4,3,84.0,12.0,478(+14),[東] 菅原泰夫
12,7,12,アルマクレヨン,牡3,54,ウィリア,1:30.7,2,75.5,11.0,480(-2),[東] 池上昌弘
13,6,10,ケンブリッジアーサ,牡5,57,古川吉洋,1:30.9,1,237.9,13.0,448(+4),[東] 石栗龍彦
除,2,2,サウンドマンデュロ,牡6,57,藤田伸二,,,---,,476(-2),[西] 佐藤正雄
