0,1,2,3
単勝,1,300,1
複勝,1 15 8,"160 1,130 870",1 12 10
枠連,1 - 8,370,1
馬連,1 - 15,8020,29
ワイド,1 - 15 1 - 8 8 - 15,"2,480 2,180 16,770",31 26 77
馬単,1 → 15,12310,48
三連複,1 - 8 - 15,91790,184
三連単,1 → 15 → 8,337160,811
