0,1,2,3
単勝,9,1110,5
複勝,9 12 6,260 170 480,4 2 7
枠連,7 - 8,1000,4
馬連,9 - 12,1700,5
ワイド,9 - 12 6 - 9 6 - 12,"590 2,090 1,100",6 30 13
馬単,9 → 12,4770,18
三連複,6 - 9 - 12,7660,29
三連単,9 → 12 → 6,48440,161
