0,1,2,3
単勝,12,460,2
複勝,12 1 2,190 240 330,2 4 5
枠連,1 - 7,1600,6
馬連,1 - 12,1770,5
ワイド,1 - 12 2 - 12 1 - 2,"780 1,040 1,180",6 10 12
馬単,12 → 1,3570,11
三連複,1 - 2 - 12,5660,16
三連単,12 → 1 → 2,25510,63
