0,1,2,3
単勝,1,700,4
複勝,1 5 2,190 140 160,4 1 3
枠連,1 - 5,840,2
馬連,1 - 5,840,2
ワイド,1 - 5 1 - 2 2 - 5,350 530 350,3 7 2
馬単,1 → 5,2050,5
三連複,1 - 2 - 5,1710,4
三連単,1 → 5 → 2,8840,20
