着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,8,16,ビリーバー,牝7,54,杉原誠人,0:54.4,,17.3,7,462(-2),[東] 石毛善彦
2,8,17,シンシティ,牝5,54,富田暁,0:54.5,1,5.0,2,482(+6),[西] 木原一良
3,3,5,ロードベイリーフ,牡5,56,西村淳也,0:54.6,1/2,70.5,14,480(+2),[西] 森田直行
4,8,18,レジェーロ,牝5,54,団野大成,0:54.7,クビ,113.4,16,424(+2),[西] 西村真幸
5,2,4,スティクス,牝4,54,藤田菜七,0:55.0,1.3/4,57.5,13,496(0),[西] 武幸四郎
6,2,3,オールアットワンス,牝4,54,石川裕紀,0:55.0,ハナ,20.3,8,456(0),[東] 中舘英二
7,3,6,マリアズハート,牝6,55,菊沢一樹,0:55.0,クビ,10.3,5,514(+14),[東] 菊沢隆徳
8,4,8,マウンテンムスメ,牝4,54,Ｍ．デム,0:55.1,1/2,15.7,6,460(0),[東] 中野栄治
9,7,13,ヴェントヴォーチェ,牡5,56,福永祐一,0:55.2,クビ,2.9,1,516(-2),[西] 牧浦充徳
10,1,1,ライオンボス,牡7,58,坂井瑠星,0:55.2,ハナ,22.6,9,534(-10),[東] 和田正一
11,6,12,トキメキ,牝5,54,松山弘平,0:55.2,クビ,6.8,3,516(0),[東] 斎藤誠
12,4,7,キタイ,牝6,54,木幡巧也,0:55.5,1.3/4,196.3,17,510(+8),[東] 杉浦宏昭
13,5,10,ジュニパーベリー,牝5,54,嶋田純次,0:55.7,1.1/4,40.1,12,478(0),[東] 手塚貴久
14,5,9,パーティナシティ,牡6,56,岩田望来,0:55.8,3/4,90.4,15,510(-6),[西] 高橋義忠
15,7,14,オヌシナニモノ,牡5,56,今村聖奈,0:55.8,アタマ,29.6,11,472(-4),[西] 高橋義忠
16,7,15,クリスティ,牝5,54,松若風馬,0:55.9,アタマ,28.7,10,480(-12),[西] 杉山晴紀
17,6,11,アヌラーダプラ,牝5,54,ホー,0:55.9,クビ,9.8,4,480(-4),[東] 萩原清
18,1,2,トウショウピスト,牡10,56,江田照男,0:56.2,1.1/2,293.3,18,482(+2),[東] 土田稔
