着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,8,10,タイセイモンストル,牡5,57,高倉稜,1:47.2,,16.6,6,480(-4),[西] 矢作芳人
2,3,3,シルヴェリオ,牡5,57,岩田康誠,1:47.2,クビ,3.2,2,510(+2),[西] 池添学
3,5,5,ワールドヘリテージ,牡7,57,勝浦正樹,1:47.2,ハナ,39.8,10,464(+2),[東] 金成貴史
4,1,1,ブレイブメジャー,牡6,57,津村明秀,1:47.3,クビ,8.6,4,490(-6),[東] 萩原清
5,8,9,イロゴトシ,牡5,57,荻野極,1:47.3,クビ,19.2,7,464(0),[西] 牧田和弥
6,7,8,レインカルナティオ,牡5,57,丸山元気,1:47.3,アタマ,3.0,1,496(-4),[東] 小西一男
7,7,7,ドンアルゴス,牡7,57,川島信二,1:47.6,1.3/4,31.3,9,536(+2),[西] 庄野靖志
8,2,2,ワールドスケール,牡5,57,小崎綾也,1:47.8,1,13.8,5,472(-4),[西] 野中賢二
9,4,4,クロワドフェール,牝5,55,菱田裕二,1:47.8,クビ,4.6,3,464(+2),[西] 斉藤崇史
10,6,6,シャフトオブライト,牡7,57,亀田温心,1:48.8,6,21.2,8,466(+10),[西] 北出成人
