0,1,2,3
単勝,5,660,4
複勝,5 6 1,190 410 200,3 6 4
馬連,5 - 6,4470,14
ワイド,5 - 6 1 - 5 1 - 6,"1,120 490 1,100",14 6 13
馬単,5 → 6,7670,22
三連複,1 - 5 - 6,5280,18
三連単,5 → 6 → 1,41540,111
