着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,8,11,トーセンレーヴ,牡7,57,ボウマン,2:00.6,,10.7,4,484(+8),[西] 池江泰寿
2,4,4,トラストワン,牡7,54,岩田康誠,2:00.6,クビ,18.3,6,502(+16),[西] 庄野靖志
3,2,2,アルバートドック,牡3,54,川田将雅,2:00.7,3/4,2.3,1,480(+2),[西] 松田博資
4,7,9,サンライズタイセイ,牡5,52,池添謙一,2:00.8,クビ,20.0,7,474(0),[西] 浜田多実
5,1,1,ケツァルテナンゴ,牡3,53,シュタル,2:00.8,クビ,3.3,2,496(+2),[西] 笹田和秀
6,6,7,アロマカフェ,牡8,54,武幸四郎,2:00.9,クビ,32.2,8,476(-8),[東] 小島太
7,6,6,トウシンモンステラ,牡5,54,武豊,2:00.9,アタマ,5.2,3,488(+2),[西] 村山明
8,5,5,アクションスター,牡5,54,北村友一,2:01.1,1.1/4,52.3,9,476(+14),[西] 音無秀孝
9,3,3,メイショウウズシオ,牡8,53,秋山真一,2:01.1,アタマ,91.1,10,492(+6),[西] 飯田祐史
10,8,10,マデイラ,牡6,52,酒井学,2:01.3,1.1/4,15.6,5,500(+8),[西] 荒川義之
11,7,8,ドリームバスケット,牡8,53,熊沢重文,2:01.6,2,153.0,11,458(-7),[西] 中村均
