0,1,2,3
単勝,12,1640,9
複勝,12 15 11,"620 440 1,370",9 6 14
枠連,6 - 8,4170,18
馬連,12 - 15,11020,41
ワイド,12 - 15 11 - 12 11 - 15,"3,540 16,190 11,530",48 102 92
馬単,12 → 15,20540,82
三連複,11 - 12 - 15,253830,413
三連単,12 → 15 → 11,1225680,2170
