着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,2,3,ハーフバック,牝3,53,高倉稜,1:22.6,,15.5,6,472(+12),[西] 杉山晴紀
2,3,5,ブルスクーロ,牡3,55,中谷雄太,1:22.7,1/2,5.8,3,512(0),[西] 池添学
3,6,11,ノーブルアース,牝4,55,吉田隼人,1:22.8,3/4,5.5,2,480(+8),[西] 牧浦充徳
4,1,2,アスタービーナス,牝4,55,鮫島良太,1:22.8,ハナ,47.6,12,408(-6),[西] 中竹和也
5,8,18,ミッキースピリット,牡3,55,丸山元気,1:22.9,3/4,2.1,1,476(+4),[西] 音無秀孝
6,1,1,カフジジュピター,牡3,55,黛弘人,1:22.9,アタマ,45.0,11,452(+4),[西] 矢作芳人
7,7,15,ロードイヒラニ,牡4,57,川須栄彦,1:23.0,クビ,20.8,8,470(-6),[西] 千田輝彦
8,8,17,マロリン,牝3,53,斎藤新,1:23.1,1/2,74.2,13,468(0),[東] 武市康男
9,6,12,ストラトスフィア,牝3,53,柴山雄一,1:23.3,1.1/4,20.5,7,464(+8),[西] 鮫島一歩
10,3,6,サンライズマジック,牡5,57,西村淳也,1:23.5,1,27.4,9,486(+4),[西] 石坂正
11,2,4,ミヤコローズ,牝3,53,藤田菜七,1:23.5,アタマ,15.0,4,428(+6),[東] 宗像義忠
12,5,9,ウインレフィナード,牡3,55,横山武史,1:23.6,クビ,44.6,10,448(+4),[東] 畠山吉宏
13,4,8,スズレジーム,牝5,55,勝浦正樹,1:23.6,ハナ,239.0,17,456(+4),[東] 高橋裕
14,5,10,ウインスピリタス,牡3,55,菱田裕二,1:23.8,1.1/4,15.5,5,482(+10),[西] 杉山晴紀
15,4,7,カネコメアサヒ,牡3,55,丸田恭介,1:23.8,ハナ,189.2,16,438(+16),[西] 中尾秀正
16,8,16,ナラトゥリス,牝4,55,横山和生,1:23.8,クビ,142.7,14,458(-4),[東] 加藤征弘
17,7,13,オーロスターキス,牝4,55,杉原誠人,1:24.2,2.1/2,147.2,15,490(+16),[東] 小島茂之
18,7,14,マイネルエイブ,牡3,55,菅原明良,1:24.3,クビ,307.8,18,490(-4),[西] 西園正都
