着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,2,2,ローズテソーロ,牝3,52,武藤雅,1:47.9,,19.7,6.0,448(+18),[東] 金成貴史
2,7,8,ドナアトラエンテ,牝3,52,戸崎圭太,1:48.2,1.3/4,1.6,1.0,440(+2),[東] 国枝栄
3,1,1,ラレゾン,牝5,55,大野拓弥,1:48.4,1.1/4,5.4,2.0,444(-2),[東] 高木登
4,8,9,エールグリーツ,牝4,55,田辺裕信,1:48.4,クビ,5.6,3.0,426(-4),[東] 林徹
5,3,3,レーヌジャルダン,牝5,55,三浦皇成,1:48.5,3/4,16.4,5.0,448(+2),[東] 高柳瑞樹
6,4,4,チェリーレッド,牝3,52,柴田善臣,1:48.5,クビ,65.8,8.0,452(+6),[東] 小野次郎
7,6,6,クラヴィーア,牝3,52,Ｍ．デム,1:48.6,クビ,9.3,4.0,464(+10),[西] 高野友和
8,5,5,ロックザボート,牝4,55,野中悠太,1:49.0,2.1/2,96.0,9.0,502(+8),[西] 石坂公一
9,8,10,イルーシヴグレイス,牝4,55,石橋脩,1:49.2,1.1/4,21.7,7.0,420(+14),[東] 堀宣行
取,7,7,リンフォルツァンド,牝4,55,内田博幸,,,---,,計不,[西] 角居勝彦
