着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,6,9,クロスマジェスティ,牝3,54,武藤雅,1:34.4,,39.8,8,470(+2),[東] 水野貴広
2,2,2,ラズベリームース,牝3,54,津村明秀,1:34.6,1.1/4,5.7,3,500(+16),[東] 林徹
3,5,7,コントディヴェール,牝3,54,三浦皇成,1:34.7,3/4,63.2,11,466(0),[西] 清水久詞
4,3,4,アンクロワ,牝3,54,横山和生,1:34.8,1/2,12.0,5,426(+6),[東] 伊坂重信
5,8,14,ビジュノワール,牝3,54,戸崎圭太,1:34.9,1/2,3.8,2,438(0),[東] 中舘英二
6,7,11,アリシアン,牝3,54,吉田豊,1:34.9,クビ,73.3,12,484(-4),[東] 加藤征弘
7,5,8,リヴォリ,牝3,54,石橋脩,1:35.1,3/4,6.2,4,482(+2),[西] 藤原英昭
8,3,3,オルコス,牝3,54,田辺裕信,1:35.2,1,82.7,13,430(0),[東] 加藤士津
9,8,13,ウィズグレイス,牝3,54,横山武史,1:35.3,クビ,2.6,1,448(-2),[東] 国枝栄
10,4,6,フィールシンパシー,牝3,54,横山琉人,1:35.3,アタマ,16.6,6,434(-6),[東] 小島茂之
11,7,12,ブルトンクール,牝3,54,菅原明良,1:35.6,2,30.8,7,440(-4),[東] 新開幸一
12,1,1,ホワイトターフ,牝3,54,石川裕紀,1:36.5,5,53.3,9,434(-2),[西] 新谷功一
13,4,5,ユキノプリンセス,牝3,54,川島信二,1:36.7,1.1/4,56.9,10,464(-2),[西] 南井克巳
14,6,10,カリュウ,牝3,54,北村宏司,1:37.2,3,254.6,14,422(-4),[東] 田島俊明
