着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,7,14,エリモグリッター,セ5,57,内田博幸,1:10.5,,10.0,4.0,480(+6),[東] 中野栄治
2,4,7,キタノブレイド,牡3,55,菅原明良,1:10.7,1,13.6,7.0,456(+2),[東] 萱野浩二
3,3,5,エクサープト,牝3,53,石橋脩,1:10.8,1/2,24.8,10.0,486(+6),[西] 石坂公一
4,4,8,コスモノアゼット,牡4,57,柴田大知,1:10.8,アタマ,24.3,9.0,510(-2),[東] 田中博康
5,8,16,レーヴリアン,牝4,55,Ｍ．デム,1:10.8,クビ,22.5,8.0,488(-4),[西] 杉山晴紀
6,6,12,ヴァリアント,牡6,57,横山武史,1:10.9,1/2,6.3,2.0,494(+4),[西] 茶木太樹
7,6,11,ウメタロウ,牡7,57,丸田恭介,1:10.9,ハナ,136.6,15.0,500(+6),[東] 伊藤大士
8,5,9,ブルーダイヤカフェ,牡5,57,大野拓弥,1:11.0,1/2,83.2,14.0,546(+8),[東] 和田勇介
9,3,6,ビーアイフェリペ,牡4,57,三浦皇成,1:11.1,クビ,13.1,6.0,518(0),[西] 新谷功一
10,1,2,マルモリスペシャル,牡3,55,田中勝春,1:11.1,アタマ,13.0,5.0,528(0),[西] 大橋勇樹
11,5,10,コルニリア,牡5,57,杉原誠人,1:11.1,アタマ,80.7,13.0,454(0),[東] 大和田成
12,2,4,ゴールドクロス,牡7,57,津村明秀,1:11.1,クビ,58.6,11.0,500(+2),[東] 小西一男
13,7,13,アレクサンドラ,牝3,53,丹内祐次,1:12.2,7,8.4,3.0,518(+4),[東] 矢野英一
14,2,3,ルピナステソーロ,牝4,55,石川裕紀,1:12.4,1.1/2,69.6,12.0,482(+6),[東] 畠山吉宏
15,1,1,ウラカワノキセキ,牝3,53,戸崎圭太,1:14.3,大,2.1,1.0,462(+6),[東] 田島俊明
除,8,15,カンタベリーマッハ,牡4,57,木幡巧也,,,---,,494(-4),[東] 鈴木慎太
